,overall_rating,value,position,skill_moves,attacking_workrate,defensive_workrate,pace,shooting,passing,dribbling,defending,physicality,crossing,finishing,Curve,freekick_accuracy,ballcontrol,sprint_speed,agility,reactions,balance,shot_power,stamina,aggression,interceptions,positioning,vision,composure,marking
203,82,21000000.0,GK,1,Medium,Medium,82,81,73,83,43,81,15,19,23,11,19,34,49,80,42,55,43,24,18,12,45,58,22
204,82,40000000.0,CM,3,Medium,High,63,72,79,78,79,79,70,69,68,64,82,63,69,83,60,77,90,72,79,73,82,77,80
205,82,29500000.0,LWB,3,High,Medium,82,75,74,79,77,80,82,79,69,58,81,84,71,84,66,76,86,80,77,86,60,77,75
206,82,41000000.0,ST,4,High,Low,86,83,74,83,38,70,81,82,76,70,82,87,84,81,75,87,72,64,50,79,76,78,24
207,82,33500000.0,CB,2,Medium,Medium,67,37,59,61,83,85,35,32,37,27,66,73,48,77,40,60,78,79,81,33,56,74,83
208,82,37500000.0,CB,2,Low,Medium,68,32,66,70,84,74,51,36,41,39,76,76,61,84,60,37,68,75,85,32,62,79,85
209,82,30500000.0,CB,3,Medium,High,79,78,77,80,82,87,64,75,77,64,79,89,72,82,75,85,88,88,84,75,79,80,79
210,82,31000000.0,CF,4,High,Low,80,82,78,83,52,75,74,81,84,85,84,76,87,79,75,84,82,67,52,83,77,77,45
211,82,40000000.0,CAM,4,High,Medium,67,78,82,85,48,65,79,78,77,65,86,67,84,82,83,81,80,39,58,80,84,83,44
212,82,38000000.0,ST,3,High,Medium,90,80,69,82,35,69,69,78,70,58,83,88,79,85,76,85,81,63,37,87,68,79,39
213,82,32000000.0,LB,4,High,Medium,83,61,76,80,78,73,79,61,80,49,80,85,82,83,80,62,87,76,80,75,75,76,79
214,82,32500000.0,RM,4,High,High,78,69,80,85,63,71,79,68,80,72,85,76,85,82,83,72,86,80,62,77,83,81,66
215,82,33000000.0,LB,3,High,Medium,87,65,81,83,74,71,82,52,85,81,83,87,84,83,86,79,90,69,79,77,78,83,71
216,82,27500000.0,CAM,4,High,Low,74,77,86,87,75,55,86,77,85,82,87,67,90,86,90,78,74,45,83,79,85,86,79
217,82,30500000.0,GK,1,Medium,Medium,81,80,86,83,61,80,15,12,30,17,38,60,66,81,53,65,38,32,15,11,64,64,12
218,82,29000000.0,CB,2,High,Medium,60,59,71,66,84,79,68,55,44,42,75,64,55,85,49,79,75,72,83,55,72,76,85
219,82,31000000.0,ST,3,High,Medium,65,80,62,74,52,82,42,83,57,46,78,73,66,82,52,83,73,67,36,87,72,82,40
220,82,29000000.0,CB,2,Low,High,64,39,65,62,82,78,72,35,53,41,78,67,59,84,56,44,71,83,82,38,32,77,81
221,82,42000000.0,ST,3,High,Medium,83,81,66,78,36,80,53,85,55,55,82,85,61,84,53,80,79,68,25,83,73,82,40
222,82,40000000.0,CM,4,High,Medium,77,68,80,86,77,76,72,63,73,73,85,73,87,83,89,75,82,86,81,66,81,80,76
223,82,28000000.0,GK,1,Medium,Medium,83,76,79,84,42,85,12,13,14,17,26,46,69,76,40,59,42,34,20,11,35,55,14
224,82,36500000.0,ST,4,High,Medium,83,83,75,82,28,75,79,83,72,73,82,82,82,81,71,85,83,63,20,84,75,80,16
225,82,66000000.0,CAM,4,High,Medium,78,73,80,86,51,60,77,78,76,54,88,79,85,80,82,67,79,63,45,78,85,80,55
226,82,49000000.0,LM,5,High,Medium,93,74,75,86,39,69,79,76,80,74,88,91,92,75,85,73,79,76,39,76,79,80,46
227,82,61500000.0,ST,3,High,High,89,82,68,77,42,86,67,83,75,61,77,88,78,84,67,86,89,78,41,84,71,83,36
228,82,44500000.0,CB,3,High,High,76,56,66,72,84,78,48,49,49,35,71,76,68,81,66,75,73,79,82,56,67,76,83
229,82,60500000.0,LM,3,High,Medium,84,74,78,83,65,65,81,77,80,69,82,82,83,82,83,72,80,66,68,82,81,79,65
230,82,46000000.0,CAM,4,Medium,High,67,76,81,86,50,59,78,74,72,75,86,58,86,83,86,79,77,51,57,82,83,82,50
231,82,61500000.0,CDM,3,Medium,High,70,70,79,78,81,82,68,67,76,53,80,71,73,83,70,78,84,82,85,75,82,83,81
232,82,49000000.0,LW,4,High,Medium,84,79,79,83,35,67,79,80,76,60,84,81,83,82,78,79,73,54,34,86,82,82,35
233,82,40500000.0,RM,3,High,Low,84,66,77,82,76,74,79,69,69,42,84,84,86,78,69,68,88,69,80,84,77,79,75
234,82,36500000.0,LM,4,High,Medium,88,81,75,82,42,68,77,85,79,59,82,90,84,79,76,81,76,55,32,81,78,77,35
235,82,34500000.0,GK,1,Medium,Medium,83,77,85,84,48,78,15,14,17,16,35,50,53,80,49,64,35,35,24,18,64,65,20
236,82,46000000.0,CAM,5,High,High,72,78,79,85,69,78,72,79,77,74,86,73,75,81,77,77,81,76,71,80,82,88,67
237,82,34500000.0,RWB,2,High,Medium,83,63,70,73,78,89,77,67,69,35,75,87,69,82,60,68,92,83,78,74,59,74,76
238,82,30500000.0,CF,4,Medium,Medium,76,81,83,81,64,80,79,74,85,86,86,76,69,79,73,92,82,78,66,80,83,75,55
239,82,25500000.0,ST,3,Medium,High,73,81,76,80,47,82,73,81,75,51,80,79,72,82,65,84,79,82,53,82,78,81,45
240,82,25000000.0,CB,2,Medium,Medium,78,43,56,64,85,79,40,38,45,49,70,76,76,85,57,53,77,88,84,38,42,71,85
241,82,27000000.0,GK,1,Medium,Medium,79,87,85,81,35,77,13,15,16,21,23,34,36,76,55,64,44,20,18,11,70,48,16
242,82,37000000.0,LWB,3,High,Medium,76,60,78,78,78,75,84,58,71,67,81,75,69,81,72,74,86,73,76,78,75,75,78
243,82,38000000.0,ST,4,Medium,Medium,74,83,70,82,47,78,60,84,77,39,84,73,77,85,75,83,79,75,59,84,74,84,36
244,82,48000000.0,RM,4,Medium,Medium,87,71,73,86,37,59,74,74,70,58,85,84,87,78,88,77,76,45,33,79,80,80,38
245,82,26000000.0,GK,1,Medium,Medium,84,77,87,87,51,80,17,19,18,16,40,44,57,75,55,65,45,45,24,18,69,65,21
246,82,30500000.0,CM,3,Medium,Medium,82,74,82,83,74,77,75,69,84,65,84,83,81,77,75,83,86,76,75,75,84,85,76
247,82,25500000.0,CB,2,Medium,Medium,57,36,53,56,84,81,39,38,28,32,58,63,48,77,56,37,68,83,82,42,44,72,85
248,82,20500000.0,CDM,3,Medium,High,67,66,72,78,83,76,60,60,60,66,79,66,78,81,81,82,85,83,86,72,70,79,82
249,82,0.0,ST,5,Medium,Low,58,85,76,77,34,72,71,84,79,74,85,61,67,77,51,86,34,84,20,88,83,90,28
250,82,21000000.0,CB,2,Medium,Medium,71,56,67,61,82,80,53,42,72,55,74,71,67,81,60,81,69,86,83,52,55,70,82
251,82,3400000.0,GK,1,Medium,Medium,82,82,71,82,49,83,14,13,18,12,22,47,53,74,44,53,25,43,16,15,52,63,14
252,82,14000000.0,CM,3,Medium,Medium,53,80,86,78,75,68,84,77,88,82,84,52,68,80,58,85,73,67,79,79,85,80,76
253,82,12500000.0,CAM,4,High,Medium,70,78,84,83,40,65,85,75,83,81,85,69,81,79,74,82,67,54,37,82,87,83,38
254,82,5000000.0,GK,1,Medium,Medium,82,80,77,83,55,80,12,12,10,16,25,57,61,76,54,58,45,37,23,13,64,66,14
255,82,13000000.0,ST,3,Medium,Medium,42,83,72,73,42,78,64,86,71,65,85,43,54,84,53,86,55,76,42,87,78,85,37
256,82,14500000.0,CB,2,Low,High,62,54,64,60,84,78,50,55,52,66,69,68,55,78,55,74,63,83,84,31,55,70,86
257,82,21000000.0,LB,3,High,Medium,81,68,76,76,79,82,83,61,80,55,79,83,80,80,79,82,84,85,82,62,71,78,80
258,82,14500000.0,CB,2,Medium,Medium,57,55,70,67,85,75,64,45,63,59,74,60,54,85,62,78,72,77,83,52,62,86,85
259,82,19500000.0,ST,4,Medium,Low,78,82,79,79,44,82,77,81,79,72,84,79,70,79,77,84,77,77,38,79,81,79,40
260,82,20000000.0,CB,2,Medium,Medium,64,55,76,72,84,76,80,46,68,58,77,61,67,86,73,68,76,87,83,62,72,78,85
261,82,29500000.0,CAM,5,High,Medium,62,79,80,88,52,59,78,75,90,86,89,53,91,80,92,82,74,59,49,80,82,79,55
262,82,29000000.0,CM,4,Medium,Low,61,78,88,80,53,52,86,73,89,87,89,60,68,79,78,84,59,46,56,74,86,87,59
263,82,5500000.0,CB,2,Low,High,38,41,62,63,85,71,38,27,53,45,71,33,44,83,50,65,42,83,86,30,64,75,87
264,82,21000000.0,CB,2,Medium,Medium,68,49,55,62,84,87,17,55,39,19,68,70,37,77,31,50,85,84,82,49,60,79,85
265,82,27500000.0,LB,3,High,Medium,78,69,80,79,77,76,88,60,83,83,82,76,74,81,78,83,85,76,80,73,75,81,76
266,82,29500000.0,CAM,4,Medium,Medium,65,75,80,88,59,58,78,76,88,76,90,62,79,75,88,69,58,57,61,77,81,82,58
267,82,29500000.0,CDM,3,Medium,High,68,75,77,76,81,88,64,69,64,66,79,69,73,84,58,87,87,86,85,80,84,83,79
268,82,21000000.0,CB,2,Low,High,67,49,71,65,84,83,67,42,57,46,69,69,65,81,63,61,80,87,87,51,65,69,83
269,82,20000000.0,CB,2,Low,High,75,37,69,70,82,80,70,32,55,37,77,79,65,80,75,54,80,80,83,37,53,75,83
270,82,30500000.0,ST,3,High,High,70,85,79,80,46,84,78,85,79,80,80,70,73,83,79,87,85,80,45,85,81,84,36
271,82,27000000.0,LWB,4,High,Medium,91,64,73,80,78,69,83,60,66,45,80,90,80,82,69,68,75,71,80,77,72,69,82
272,82,29500000.0,CAM,4,High,Medium,80,82,83,82,40,69,85,82,86,76,85,78,84,80,75,82,80,72,37,82,83,81,44
273,82,16000000.0,GK,1,Medium,Medium,84,78,71,86,63,80,19,18,15,14,21,64,67,82,62,53,36,45,25,9,48,65,13
274,82,25500000.0,ST,4,High,Medium,89,83,74,86,27,67,71,84,79,78,83,90,85,84,85,81,73,50,16,83,78,82,26
275,82,30000000.0,LW,5,High,High,91,79,73,86,37,76,75,81,71,54,87,91,85,74,75,83,78,77,35,76,72,81,34
276,82,10000000.0,CB,3,Medium,High,62,50,64,64,85,78,34,37,58,56,72,62,32,83,33,75,69,75,84,20,65,85,85
277,81,34000000.0,CB,2,High,Medium,80,51,71,73,81,79,68,45,59,30,78,84,54,82,55,65,76,78,79,68,73,82,82
278,81,28000000.0,CB,3,High,High,57,72,73,72,82,85,69,73,63,53,77,62,52,81,54,73,91,78,83,76,72,78,81
279,81,30000000.0,CAM,4,High,Medium,74,79,80,81,65,75,77,79,77,72,84,73,73,80,69,84,86,64,64,79,83,83,61
280,81,34000000.0,ST,3,High,Medium,85,81,75,78,36,70,73,84,77,58,80,86,73,78,70,79,73,55,27,80,77,77,34
281,81,34500000.0,LWB,3,High,Medium,87,59,77,78,71,77,89,57,81,63,77,87,77,78,77,64,87,69,74,59,78,75,69
282,81,34500000.0,CDM,4,High,Medium,72,68,75,79,80,77,65,58,62,75,79,73,73,79,77,83,82,77,83,68,76,80,80
283,81,20000000.0,GK,1,Medium,Medium,85,79,75,84,55,78,20,19,16,16,22,54,58,75,58,56,38,26,23,17,51,64,13
284,81,35500000.0,CDM,3,Medium,High,66,66,73,75,81,86,65,61,64,62,75,64,64,77,72,81,85,76,84,68,74,84,83
285,81,25500000.0,RW,5,Medium,Medium,82,65,80,86,73,67,82,61,81,67,86,82,88,81,91,66,82,73,75,82,83,86,72
286,81,21500000.0,CDM,2,Low,High,72,71,74,73,82,81,68,68,71,68,75,71,72,78,72,78,84,85,83,75,72,78,84
287,81,22000000.0,ST,4,High,High,70,81,76,83,44,74,68,80,74,74,83,68,81,82,82,87,68,74,42,83,76,80,39
288,81,53000000.0,CAM,4,High,Medium,87,75,72,82,62,83,64,77,65,60,85,86,79,77,76,79,75,89,60,86,76,74,64
289,81,13000000.0,GK,1,Medium,Medium,82,78,77,80,54,78,11,15,12,13,24,52,59,77,49,58,40,40,15,11,42,64,17
290,81,48000000.0,CB,3,Medium,High,78,34,57,67,82,80,38,29,32,27,69,85,60,75,54,45,65,80,82,37,51,74,80
291,81,38500000.0,RWB,3,High,Medium,82,71,75,80,75,78,81,65,78,67,83,84,78,78,71,83,91,74,76,77,72,78,74
292,81,34500000.0,LWB,3,High,High,76,68,78,80,77,74,81,68,78,57,80,74,78,82,83,73,88,76,77,77,78,77,79
293,81,35000000.0,CDM,3,Medium,High,72,60,76,77,82,83,75,52,63,55,79,71,73,77,79,72,85,84,82,62,73,82,83
294,81,39500000.0,CAM,4,Medium,Medium,84,82,75,84,32,74,75,84,77,64,84,86,85,82,70,83,81,68,24,83,77,82,29
295,81,39000000.0,CAM,4,High,Medium,76,80,80,84,56,64,75,84,79,72,84,76,83,84,87,78,81,64,66,84,81,86,57
296,81,25500000.0,ST,4,Medium,Medium,77,80,74,81,38,72,70,83,74,46,85,77,73,82,65,81,82,46,23,85,79,83,38
297,81,52500000.0,RM,4,Medium,Medium,88,76,74,84,32,56,74,80,80,73,83,88,87,78,85,73,81,54,21,79,73,82,25
298,81,35000000.0,CB,2,Medium,High,70,54,65,70,83,79,39,57,54,32,74,67,66,79,64,74,75,74,83,34,66,80,82
299,81,41500000.0,CAM,4,High,Medium,78,77,79,83,56,76,83,77,84,61,85,78,79,80,69,76,83,67,55,78,81,81,50
300,81,38500000.0,CM,3,High,High,69,67,79,81,76,77,68,68,75,62,82,69,74,80,78,64,84,77,78,72,82,83,77
301,81,53000000.0,CB,3,High,High,82,54,69,74,80,83,61,42,59,59,76,84,68,77,65,76,79,85,80,58,65,75,77
302,81,55500000.0,CAM,4,Medium,Medium,76,73,75,87,63,60,66,76,64,48,86,72,91,82,92,71,77,59,65,76,78,82,64
303,81,52500000.0,RM,3,High,High,89,74,78,81,71,73,81,73,84,62,80,88,79,75,79,76,82,68,74,77,80,82,71
304,81,25000000.0,RW,4,High,Medium,73,76,82,82,57,59,81,78,84,74,84,73,81,79,80,75,71,49,58,81,83,76,60
305,81,17500000.0,CB,3,High,Medium,71,61,73,73,81,74,57,55,66,51,78,72,69,82,71,73,68,77,83,61,76,76,79
306,81,12500000.0,CB,2,Low,High,59,43,59,61,81,83,45,40,32,32,64,64,60,77,47,54,62,89,82,34,50,74,83
307,81,24000000.0,CB,2,High,Medium,48,57,68,67,80,84,51,48,57,46,73,52,39,77,33,82,70,84,82,61,68,77,77
308,81,24500000.0,CB,2,High,Medium,71,61,57,63,82,80,40,56,72,58,64,74,61,78,63,74,76,86,82,58,50,70,77
309,81,25500000.0,ST,2,Medium,Medium,76,81,67,77,20,78,68,85,59,49,77,76,75,82,66,79,72,62,11,85,70,78,15
310,81,28000000.0,CAM,2,Medium,Medium,82,73,77,82,52,70,67,72,70,67,85,79,75,80,67,75,75,54,53,82,75,78,50
311,81,27500000.0,LB,4,Medium,Medium,79,54,76,79,75,74,82,51,83,52,78,80,83,80,81,55,89,69,77,72,75,82,70
312,81,25500000.0,ST,4,High,Low,78,84,62,72,33,71,56,85,59,67,74,82,60,84,47,85,52,65,32,83,58,79,26
313,81,27000000.0,CDM,2,High,Medium,77,57,74,77,82,68,61,53,54,57,76,78,72,80,77,60,91,75,82,58,77,81,83
314,81,22000000.0,LWB,2,Medium,Medium,93,66,75,76,72,77,81,59,70,66,72,93,81,82,78,73,91,69,74,69,64,74,73
315,81,28000000.0,CB,2,Medium,High,67,45,50,59,81,87,34,48,38,34,74,73,34,80,57,51,87,94,82,32,51,72,78
316,81,26500000.0,CDM,2,Medium,High,51,57,71,68,84,77,59,43,49,50,75,50,42,75,45,77,76,83,85,68,71,70,84
317,81,37000000.0,CB,3,High,Medium,82,43,61,68,80,81,48,39,32,28,67,89,63,75,67,60,65,83,76,47,58,71,77
318,81,28500000.0,CB,2,Medium,High,63,65,70,72,82,89,59,62,61,45,75,63,60,77,44,76,87,89,80,67,71,82,83
319,81,34500000.0,CDM,3,High,High,82,64,73,77,80,85,68,64,63,46,78,86,67,82,64,75,81,88,80,65,73,83,81
320,81,26500000.0,CB,2,Medium,Medium,77,48,70,74,83,78,55,38,54,59,76,79,69,82,67,75,72,76,82,37,65,78,83
321,81,28500000.0,CDM,3,Medium,Low,78,68,71,81,80,84,59,66,59,45,82,78,76,81,77,74,84,83,82,79,75,82,78
322,81,33000000.0,LWB,3,High,High,84,60,75,78,76,79,83,52,72,56,77,83,76,79,77,79,86,84,77,75,74,75,78
323,81,37000000.0,ST,5,Medium,Low,87,82,75,81,41,71,75,81,82,76,81,90,82,80,74,92,72,69,39,78,76,75,40
324,81,34500000.0,ST,4,High,Medium,82,79,72,82,53,79,73,81,74,65,82,79,79,80,71,83,81,84,46,81,74,81,45
325,81,37000000.0,CB,2,Medium,High,68,36,60,58,83,80,38,31,47,27,65,73,51,81,37,51,66,81,80,44,59,74,83
326,81,16000000.0,CAM,4,High,Low,82,79,78,83,56,72,77,78,81,66,83,79,84,82,83,84,80,72,60,82,84,84,51
327,81,8500000.0,CB,2,Medium,High,63,57,62,59,83,81,52,54,50,39,66,65,58,79,58,69,75,90,84,48,53,79,84
328,81,25000000.0,CAM,4,Medium,Medium,67,74,83,84,55,67,80,75,81,72,88,66,78,80,83,75,75,59,65,80,86,87,64
329,81,16500000.0,CB,2,Medium,High,62,47,58,60,83,80,52,54,49,22,61,71,54,79,43,42,69,81,79,46,56,80,84
330,81,17000000.0,GK,1,Medium,Medium,80,82,75,83,49,80,11,14,13,12,24,47,36,76,42,56,37,36,21,13,50,63,14
331,81,17500000.0,CB,2,Medium,High,67,52,59,65,82,82,44,40,41,70,70,70,61,83,66,75,82,82,80,40,50,86,81
332,81,11000000.0,ST,3,High,High,61,83,68,72,51,73,65,85,76,74,76,63,63,85,57,86,58,81,54,91,73,82,45
333,81,12000000.0,CM,4,Medium,Medium,62,74,83,82,75,72,80,71,83,77,85,61,79,79,80,77,73,83,77,75,85,80,78
334,81,2900000.0,GK,1,Medium,Medium,79,82,78,80,55,83,12,11,11,12,15,54,55,76,51,59,32,41,20,11,42,63,20
335,81,20500000.0,ST,4,Medium,Medium,80,84,81,79,55,69,85,81,91,87,81,81,77,77,64,90,58,62,53,80,77,85,50
336,81,7000000.0,CB,3,Medium,Medium,69,62,72,67,83,78,70,54,66,70,70,71,56,81,60,80,72,80,79,56,66,81,84
337,81,16000000.0,RW,4,High,Low,77,79,76,83,30,64,76,80,84,71,84,76,79,81,83,76,62,57,32,82,81,82,31
338,81,10500000.0,CM,3,Medium,Medium,47,71,84,79,71,66,82,68,82,78,85,42,72,75,85,76,75,74,71,68,84,90,73
339,81,4600000.0,CB,2,Medium,High,77,51,60,61,81,87,46,46,44,47,60,78,62,81,48,63,82,94,80,40,48,80,83
340,81,31500000.0,CAM,4,High,Medium,71,75,83,84,68,72,78,73,82,79,85,69,81,82,80,82,75,82,70,75,85,83,64
341,81,25000000.0,CAM,4,High,Medium,79,78,82,83,59,67,81,77,77,78,83,76,92,77,84,80,84,60,52,81,78,79,66
342,81,34000000.0,CB,3,Medium,Medium,80,30,67,69,81,78,69,26,46,29,73,85,63,80,65,41,64,81,83,51,60,74,81
343,81,20000000.0,GK,1,Medium,Medium,83,78,73,83,52,79,18,15,12,21,19,53,62,80,40,55,34,35,18,17,50,45,14
344,81,25500000.0,ST,3,High,Medium,66,82,65,74,40,81,49,85,51,55,80,70,58,76,67,83,71,69,32,83,73,80,39
345,81,29500000.0,CM,3,High,High,59,74,86,78,67,73,90,71,93,94,82,54,75,75,76,82,91,76,67,68,82,79,64
346,81,27500000.0,RW,4,High,High,80,81,77,82,62,83,78,81,80,65,83,80,78,81,61,83,90,81,71,82,78,81,58
347,81,20500000.0,RM,4,High,Medium,87,78,78,82,47,64,82,77,77,68,81,86,89,74,91,80,84,52,51,80,79,81,55
348,81,25000000.0,CAM,4,High,Medium,64,76,84,83,69,68,84,74,83,82,83,61,85,80,90,79,77,83,78,76,85,85,67
349,81,25000000.0,CAM,4,Medium,Medium,71,73,83,83,35,62,82,74,79,75,85,71,78,83,82,71,69,61,44,77,85,80,38
350,81,18500000.0,RB,4,High,Medium,82,73,79,80,73,69,83,72,83,71,79,82,81,81,82,80,91,72,75,80,79,75,74
351,81,26500000.0,ST,3,High,High,74,81,76,79,40,79,74,83,75,59,80,74,80,80,62,82,87,72,36,82,78,80,38
352,81,25500000.0,CAM,3,High,High,73,76,80,80,64,72,80,79,77,71,80,72,79,83,78,74,86,70,75,82,81,81,70
353,81,22500000.0,LB,3,Medium,High,80,56,72,75,80,80,75,57,66,40,76,80,77,81,82,65,86,84,79,69,69,76,80
354,81,25500000.0,CM,4,High,Medium,69,76,81,82,71,72,74,75,85,80,85,75,78,80,78,80,79,75,72,78,85,78,75
355,81,22000000.0,GK,1,Medium,Medium,84,78,67,84,43,78,15,12,17,13,23,44,67,82,38,50,39,32,23,14,46,56,17
356,81,25500000.0,LM,4,Medium,Medium,74,75,80,81,40,63,88,71,85,86,83,75,81,78,79,81,71,52,45,80,77,70,48
357,81,26500000.0,CDM,3,High,High,63,76,76,73,79,85,71,74,78,80,76,67,59,79,61,84,87,88,80,72,73,71,80
358,81,34000000.0,CB,2,Medium,Medium,63,25,53,58,83,80,35,19,29,25,72,67,33,79,51,40,71,68,82,21,32,73,83
359,81,28000000.0,CF,3,High,High,79,82,79,80,43,70,77,81,80,78,79,77,83,82,85,83,83,69,55,83,84,73,32
360,81,29500000.0,CM,3,Medium,High,71,68,79,81,73,70,70,68,75,55,84,67,77,80,86,70,84,69,75,70,83,77,76
361,81,32000000.0,CDM,3,Medium,High,66,65,77,76,79,82,70,62,62,71,80,64,72,77,73,75,85,86,78,66,75,79,80
362,81,21000000.0,CM,3,Medium,High,75,76,75,79,80,82,69,78,63,63,82,75,74,85,71,78,93,78,82,77,76,77,79
363,81,28500000.0,CDM,3,Medium,High,72,70,76,80,78,76,71,68,70,72,80,68,85,79,89,80,90,87,80,68,74,82,81
364,81,27500000.0,CAM,4,Medium,Medium,75,79,76,80,67,77,68,83,69,59,85,77,74,78,54,78,83,76,72,87,77,77,61
365,81,29500000.0,CAM,4,Medium,Medium,69,74,76,86,69,68,63,74,64,67,86,63,88,80,90,76,74,78,76,74,81,83,69
366,81,27500000.0,CM,3,High,Medium,69,78,77,79,77,77,65,75,72,67,83,69,76,83,76,86,72,82,77,80,79,75,75
367,81,28000000.0,RW,4,High,Low,93,76,72,82,41,62,73,77,72,65,80,93,89,81,82,76,76,64,45,82,74,75,42
368,81,26000000.0,RW,4,High,Low,83,77,78,84,42,55,80,76,79,77,84,82,89,81,88,78,77,63,38,76,77,79,63
369,81,32500000.0,CAM,5,High,Low,90,73,73,88,27,68,73,72,76,58,83,90,93,78,89,82,77,43,20,76,75,83,29
370,81,27500000.0,CM,4,High,High,73,74,75,80,73,85,62,71,72,62,82,73,69,82,67,83,91,79,79,78,79,82,68
371,81,26500000.0,ST,4,High,Medium,94,78,72,78,38,83,75,77,76,58,76,94,79,82,62,85,87,76,25,85,73,81,42
372,81,20500000.0,GK,1,Medium,Medium,82,78,73,86,44,82,20,18,16,12,20,42,32,71,39,55,35,27,18,19,48,67,12
373,81,26000000.0,RW,3,High,High,76,77,83,81,66,76,84,77,80,82,84,76,72,81,72,77,86,74,73,80,82,78,63
374,80,31500000.0,ST,3,High,High,78,80,59,74,35,76,48,83,63,56,78,81,67,80,40,83,74,76,31,82,52,74,27
375,80,20500000.0,LB,3,High,Medium,78,55,74,82,75,71,81,50,72,70,84,79,75,74,76,66,76,82,70,64,60,68,66
376,80,29000000.0,CM,3,Medium,Medium,68,73,79,80,66,67,68,73,77,55,80,72,79,79,78,75,81,60,72,70,81,75,67
377,80,29000000.0,CAM,3,High,Medium,86,77,75,81,45,64,78,78,76,69,81,86,79,81,79,80,73,53,43,80,77,78,45
378,80,33000000.0,ST,4,High,Low,83,79,68,83,29,68,61,79,70,65,86,85,79,79,66,81,68,52,29,83,76,77,25
379,80,33500000.0,LW,4,High,High,89,73,72,85,53,63,68,77,64,44,83,87,93,77,87,72,77,56,50,75,77,77,56
380,80,27500000.0,CDM,3,High,High,67,70,73,77,73,81,59,66,70,60,77,62,78,81,77,78,85,85,83,75,78,74,75
381,80,26500000.0,CAM,3,Medium,Medium,74,68,79,83,46,61,75,69,76,68,83,68,85,74,81,61,74,52,43,79,84,80,47
382,80,28000000.0,CDM,3,Medium,Medium,61,64,73,73,78,77,59,55,66,70,79,59,59,77,75,83,78,83,79,60,74,65,80
383,80,25500000.0,GK,1,Medium,Medium,83,77,68,86,47,77,13,6,13,12,10,45,60,71,53,51,40,20,11,4,56,61,20
384,80,21000000.0,RB,3,High,Medium,76,51,70,77,77,70,81,48,55,49,77,72,83,81,71,52,85,62,77,57,61,54,79
385,80,31500000.0,CAM,4,High,High,83,74,77,84,72,84,72,67,69,68,83,82,84,80,90,89,86,84,75,74,79,83,73
386,80,26500000.0,CM,4,Medium,Medium,71,65,80,86,72,69,79,56,80,60,89,69,85,81,90,76,78,70,75,70,77,86,74
387,80,7000000.0,CB,2,Medium,Medium,67,39,55,58,81,85,39,31,33,72,68,69,55,74,67,61,81,76,81,28,43,72,80
388,80,25000000.0,CAM,4,Medium,Medium,80,72,77,82,26,45,73,72,56,75,82,75,85,80,89,67,67,41,31,82,80,77,29
389,80,16500000.0,GK,1,Medium,Medium,81,75,78,79,41,81,18,11,15,13,20,39,42,77,48,59,30,36,22,13,70,41,16
390,80,33000000.0,CDM,4,Medium,High,73,66,79,77,77,80,66,64,76,67,80,73,81,76,72,74,88,84,83,72,83,78,75
391,80,29000000.0,CAM,4,High,Low,92,78,74,83,33,61,74,79,79,79,82,92,85,79,84,79,63,55,21,80,79,75,45
392,80,26500000.0,RB,3,Medium,Medium,82,50,66,75,78,73,70,44,72,45,72,86,80,76,71,70,77,75,82,69,63,72,75
393,80,26500000.0,CM,3,Medium,High,77,69,77,78,77,80,70,69,68,62,82,78,75,78,73,72,90,80,80,75,78,81,77
394,80,22500000.0,CB,2,Medium,High,75,49,73,71,81,80,71,42,68,55,75,78,71,79,60,66,75,83,80,63,66,78,82
395,80,25500000.0,RB,3,High,High,79,57,70,74,79,73,77,48,74,48,73,78,81,78,81,68,82,80,79,51,62,78,82
396,80,27500000.0,CB,2,Low,High,71,57,67,69,82,86,64,57,42,40,71,73,60,76,68,70,87,86,83,56,63,72,84
397,80,30000000.0,CM,3,Medium,Medium,70,72,80,76,76,77,76,67,69,77,80,74,66,83,71,78,85,73,79,72,76,79,77
398,80,31000000.0,CDM,3,Medium,High,70,54,71,73,80,79,64,47,59,47,77,70,68,74,66,67,82,84,86,52,72,84,78
399,80,32000000.0,CAM,4,High,Medium,85,74,78,80,46,59,77,76,72,76,81,85,82,78,73,70,76,57,39,78,80,76,62
400,80,16000000.0,GK,1,Medium,Medium,77,79,78,81,37,80,30,20,20,18,9,35,32,76,37,59,45,20,17,9,45,59,19
401,80,24500000.0,CB,2,Low,High,63,62,55,56,81,83,46,61,38,24,65,69,50,80,61,90,70,85,78,29,48,66,81
402,80,31500000.0,RM,3,High,Medium,94,54,73,83,72,70,83,57,74,47,79,93,91,76,90,53,84,74,71,76,75,71,73
403,80,44000000.0,LB,3,High,Medium,89,57,73,78,74,73,78,45,66,59,79,89,81,78,82,80,80,73,74,73,70,75,73
404,80,31000000.0,CB,2,Medium,High,58,37,60,62,80,84,43,24,47,28,66,62,57,78,37,65,78,81,77,45,57,74,79
405,80,44500000.0,CB,3,High,Medium,82,47,67,77,81,81,60,41,44,31,78,83,73,78,74,58,81,76,82,63,64,85,83
406,80,29500000.0,LWB,4,High,Medium,83,68,76,80,74,75,81,66,81,57,80,83,84,80,82,76,84,78,74,74,73,78,73
407,80,25500000.0,LWB,3,High,Medium,83,57,74,78,77,69,79,53,73,43,79,83,76,77,74,69,73,77,78,76,73,74,76
